Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Massachusetts,18-64 years,27,19,0,19,33,257,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Massachusetts,65 years and over,235,161,,162,296,1079,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Michigan,All Ages,848,549,,550,974,3001,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Michigan,0-17 years,0,0,0,0,0,13,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Michigan,18-64 years,110,108,0,108,146,616,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Michigan,65 years and over,738,441,,442,828,2372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Minnesota,All Ages,489,239,,241,541,1403,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Minnesota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Minnesota,18-64 years,44,25,,26,51,228,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Minnesota,65 years and over,445,214,,215,490,1167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Mississippi,All Ages,262,195,0,195,313,972,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Mississippi,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Mississippi,18-64 years,41,36,0,36,54,249,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Mississippi,65 years and over,221,159,0,159,259,717,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Missouri,All Ages,560,349,0,349,635,1962,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Missouri,0-17 years,0,0,0,0,0,11,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Missouri,18-64 years,73,54,0,54,85,434,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Missouri,65 years and over,487,295,0,295,550,1517,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Montana,All Ages,90,50,0,50,98,303,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Montana,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Montana,18-64 years,14,,0,,15,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Montana,65 years and over,76,42,0,42,83,253,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nebraska,All Ages,161,76,0,76,176,495,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nebraska,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nebraska,18-64 years,16,,0,,18,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nebraska,65 years and over,145,69,0,69,158,385,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nevada,All Ages,283,242,0,242,314,884,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nevada,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nevada,18-64 years,59,49,0,49,69,225,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Nevada,65 years and over,224,193,0,193,245,655,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Hampshire,All Ages,51,22,0,22,63,311,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Hampshire,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Hampshire,18-64 years,,,0,,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Hampshire,65 years and over,45,18,0,18,54,247,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Jersey,All Ages,495,326,,327,572,2044,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Jersey,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Jersey,18-64 years,106,75,0,75,122,443,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Jersey,65 years and over,389,251,,252,450,1593,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Mexico,All Ages,299,171,0,171,317,711,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Mexico,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Mexico,18-64 years,78,46,0,46,84,213,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New Mexico,65 years and over,221,125,0,125,233,496,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York,All Ages,603,368,,369,741,2672,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York,0-17 years,0,0,0,0,0,12,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York,18-64 years,60,51,0,51,81,467,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York,65 years and over,543,317,,318,660,2193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,All Ages,174,132,,133,249,1230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,0-17 years,0,,0,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,18-64 years,32,15,0,15,43,316,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,New York City,65 years and over,142,116,,117,205,906,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Carolina,All Ages,488,366,0,366,605,2459,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Carolina,0-17 years,0,0,0,0,0,23,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Carolina,18-64 years,86,71,0,71,107,611,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Carolina,65 years and over,402,295,0,295,498,1825,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Dakota,All Ages,80,50,,51,89,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Dakota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Dakota,18-64 years,,,0,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,North Dakota,65 years and over,76,47,,48,84,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Ohio,All Ages,1428,784,0,784,1554,4228,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Ohio,0-17 years,0,0,0,0,0,30,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Ohio,18-64 years,144,87,0,87,166,815,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Ohio,65 years and over,1284,697,0,697,1388,3383,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oklahoma,All Ages,465,241,,242,518,1249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oklahoma,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oklahoma,18-64 years,76,39,0,39,85,281,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oklahoma,65 years and over,389,202,,203,433,960,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oregon,All Ages,153,81,0,81,183,937,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oregon,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oregon,18-64 years,20,13,0,13,24,188,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Oregon,65 years and over,133,68,0,68,159,746,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Pennsylvania,All Ages,1432,678,,681,1541,4328,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Pennsylvania,0-17 years,0,0,0,0,0,25,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Pennsylvania,18-64 years,153,84,,85,171,800,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Pennsylvania,65 years and over,1279,594,,596,1370,3503,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Rhode Island,All Ages,139,67,0,67,152,318,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Rhode Island,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Rhode Island,18-64 years,14,,0,,17,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Rhode Island,65 years and over,125,61,0,61,135,270,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Carolina,All Ages,193,143,,145,248,1294,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Carolina,0-17 years,0,0,0,0,0,10,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Carolina,18-64 years,32,28,0,28,46,349,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Carolina,65 years and over,161,115,,117,202,935,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Dakota,All Ages,131,70,0,70,139,277,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Dakota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Dakota,18-64 years,16,10,0,10,18,51,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,South Dakota,65 years and over,115,60,0,60,121,223,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Tennessee,All Ages,502,363,0,363,592,2078,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Tennessee,0-17 years,,0,0,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Tennessee,18-64 years,68,52,0,52,83,528,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Tennessee,65 years and over,433,311,0,311,508,1531,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Texas,All Ages,1602,1172,,1177,1837,5977,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Texas,0-17 years,0,,0,,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Texas,18-64 years,391,286,,287,442,1575,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Texas,65 years and over,1211,884,,888,1393,4337,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Utah,All Ages,131,76,0,76,149,535,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Utah,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Utah,18-64 years,21,16,0,16,26,119,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Utah,65 years and over,110,60,0,60,123,410,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Vermont,All Ages,13,,0,,17,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Vermont,0-17 years,0,0,0,0,0,0,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Vermont,18-64 years,0,0,0,0,0,23,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Vermont,65 years and over,13,,0,,17,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Virginia,All Ages,307,195,0,195,368,1801,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Virginia,0-17 years,0,0,0,0,0,11,
